"seq_number","Site","Bio_rep1.x","Bio_rep2.x","Bio_rep3.x","Bio_rep4.x","Bio_rep0.x","Bio_rep1.y","Bio_rep2.y","Bio_rep3.y","Bio_rep4.y","Bio_rep0.y","max_Occupancy_prob","sum.taxonomy"
"merged_fishcard_12S_all_elas_81","LA3",3,3,3,3,NA,3,3,3,3,NA,0.998261695502571,""
"merged_fishcard_12S_all_elas_81","LA6",3,3,3,3,NA,3,3,3,3,NA,0.998261695502571,""
"merged_fishcard_12S_all_elas_81","LB1",2,3,3,3,2,2,3,3,3,2,0.997529347785172,""
"merged_fishcard_12S_all_elas_81","LB14",3,3,3,3,NA,3,3,3,3,NA,0.998261695502571,""
"merged_fishcard_12S_all_elas_81","LB2",3,2,3,3,NA,3,2,3,3,NA,0.997116597200762,""
"merged_fishcard_12S_all_elas_82","LA11",NA,1,3,2,NA,NA,1,3,2,NA,0.991360039895659,"Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella nigricans"
"merged_fishcard_12S_all_elas_82","LA3",3,2,1,1,NA,3,2,1,1,NA,0.992833994695986,"Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella nigricans"
"merged_fishcard_12S_all_elas_82","LB1",NA,2,NA,NA,1,NA,2,NA,NA,1,0.949406444063759,"Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella nigricans"
"merged_fishcard_12S_all_elas_82","LB2",2,2,1,1,NA,2,2,1,1,NA,0.969486596475419,"Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella nigricans"
"merged_fishcard_12S_all_elas_84","LA14",3,3,3,3,NA,3,3,3,3,NA,0.998261695502571,"Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;;"
"merged_fishcard_12S_all_elas_84","LA3",1,2,1,NA,NA,1,2,1,NA,NA,0.954162677959231,"Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;;"
"merged_fishcard_12S_all_elas_84","LB2",2,3,2,2,NA,2,3,2,2,NA,0.996167862389334,"Eukaryota;Chordata;Actinopteri;Gobiiformes;Gobiidae;;"
"merged_fishcard_12S_all_elas_85","LA11",2,2,3,2,NA,2,2,3,2,NA,0.992742891462184,"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Seriphus;Seriphus politus"
"merged_fishcard_12S_all_elas_85","LA14",NA,1,NA,2,NA,NA,1,NA,2,NA,0.950759093172621,"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Seriphus;Seriphus politus"
"merged_fishcard_12S_all_elas_85","LA3",3,3,2,1,NA,3,3,2,1,NA,0.992772098611322,"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Seriphus;Seriphus politus"
"merged_fishcard_12S_all_elas_85","LA6",2,2,1,1,NA,2,2,1,1,NA,0.969486596475419,"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Seriphus;Seriphus politus"
"merged_fishcard_12S_all_elas_85","LB1",2,2,2,1,NA,2,2,2,1,NA,0.970833291142521,"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Seriphus;Seriphus politus"
"merged_fishcard_12S_all_elas_85","LB14",3,3,3,3,NA,3,3,3,3,NA,0.998261695502571,"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Seriphus;Seriphus politus"
"merged_fishcard_12S_all_elas_85","LB2",NA,2,1,2,NA,NA,2,1,2,NA,0.962076482288372,"Eukaryota;Chordata;Actinopteri;;Sciaenidae;Seriphus;Seriphus politus"
"merged_fishcard_12S_all_elas_86","LA11",3,3,3,3,NA,3,3,3,3,NA,0.998261695502571,""
"merged_fishcard_12S_all_elas_86","LA14",3,3,2,2,NA,3,3,2,2,NA,0.995516581050304,""
"merged_fishcard_12S_all_elas_86","LA3",3,3,3,3,NA,3,3,3,3,NA,0.998261695502571,""
"merged_fishcard_12S_all_elas_86","LA6",2,2,3,2,NA,2,2,3,2,NA,0.992742891462184,""
"merged_fishcard_12S_all_elas_86","LB1",1,1,2,2,2,1,1,2,2,2,0.972569585360795,""
"merged_fishcard_12S_all_elas_86","LB14",NA,1,2,NA,NA,NA,1,2,NA,NA,0.951161881397668,""
"merged_fishcard_12S_all_elas_86","LB2",2,3,3,3,NA,2,3,3,3,NA,0.997942090761254,""
"merged_fishcard_12S_all_elas_87","LA11",3,3,3,3,NA,3,3,3,3,NA,0.998261695502571,""
"merged_fishcard_12S_all_elas_87","LA14",3,3,3,3,NA,3,3,3,3,NA,0.998261695502571,""
"merged_fishcard_12S_all_elas_87","LA3",3,3,3,3,NA,3,3,3,3,NA,0.998261695502571,""
"merged_fishcard_12S_all_elas_87","LA6",3,3,3,3,NA,3,3,3,3,NA,0.998261695502571,""
"merged_fishcard_12S_all_elas_87","LB1",2,3,3,3,2,2,3,3,3,2,0.997529347785172,""
"merged_fishcard_12S_all_elas_87","LB14",3,3,3,3,NA,3,3,3,3,NA,0.998261695502571,""
"merged_fishcard_12S_all_elas_87","LB2",3,3,2,3,NA,3,3,2,3,NA,0.99573856191453,""
"merged_fishcard_12S_all_elas_88","LA11",3,3,3,3,NA,3,3,3,3,NA,0.998261695502571,""
"merged_fishcard_12S_all_elas_88","LA14",3,3,3,3,NA,3,3,3,3,NA,0.998261695502571,""
"merged_fishcard_12S_all_elas_88","LA3",3,3,3,3,NA,3,3,3,3,NA,0.998261695502571,""
"merged_fishcard_12S_all_elas_88","LA6",3,3,3,3,NA,3,3,3,3,NA,0.998261695502571,""
"merged_fishcard_12S_all_elas_88","LB1",2,3,3,3,2,2,3,3,3,2,0.997529347785172,""
"merged_fishcard_12S_all_elas_88","LB14",3,3,3,3,NA,3,3,3,3,NA,0.998261695502571,""
"merged_fishcard_12S_all_elas_88","LB2",3,3,3,3,NA,3,3,3,3,NA,0.998261695502571,""
"merged_fishcard_12S_all_elas_90","LA11",3,2,2,1,NA,3,2,2,1,NA,0.992292241951471,"Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax"
"merged_fishcard_12S_all_elas_90","LA3",2,2,2,2,NA,2,2,2,2,NA,0.971518192559184,"Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax"
"merged_fishcard_12S_all_elas_90","LA6",2,1,1,1,NA,2,1,1,1,NA,0.971616644393246,"Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax"
"merged_fishcard_12S_all_elas_91","LA11",2,3,3,3,NA,2,3,3,3,NA,0.997942090761254,""
"merged_fishcard_12S_all_elas_91","LA14",1,2,3,2,NA,1,2,3,2,NA,0.995078201527622,""
"merged_fishcard_12S_all_elas_91","LA3",3,3,3,3,NA,3,3,3,3,NA,0.998261695502571,""
"merged_fishcard_12S_all_elas_91","LA6",3,3,3,3,NA,3,3,3,3,NA,0.998261695502571,""
"merged_fishcard_12S_all_elas_91","LB1",2,3,3,2,1,2,3,3,2,1,0.995765042536052,""
"merged_fishcard_12S_all_elas_91","LB14",3,2,3,3,NA,3,2,3,3,NA,0.997116597200762,""
"merged_fishcard_12S_all_elas_91","LB2",2,NA,2,2,NA,2,NA,2,2,NA,0.965448906321987,""
"merged_fishcard_12S_all_elas_92","LA14",1,1,2,1,NA,1,1,2,1,NA,0.964386423714683,"Eukaryota;Chordata;Chondrichthyes;Myliobatiformes;Myliobatidae;Myliobatis;Myliobatis californica"
"merged_fishcard_12S_all_elas_92","LA3",NA,NA,1,2,NA,NA,NA,1,2,NA,0.944900452103012,"Eukaryota;Chordata;Chondrichthyes;Myliobatiformes;Myliobatidae;Myliobatis;Myliobatis californica"
"merged_fishcard_12S_all_elas_93","LA14",3,3,2,3,NA,3,3,2,3,NA,0.99573856191453,""
"merged_fishcard_12S_all_elas_93","LA3",3,2,1,2,NA,3,2,1,2,NA,0.990674375902,""
"merged_fishcard_12S_all_elas_93","LA6",3,3,3,3,NA,3,3,3,3,NA,0.998261695502571,""
"merged_fishcard_12S_all_elas_93","LB14",1,NA,2,NA,NA,1,NA,2,NA,NA,0.942552617106985,""
"merged_fishcard_12S_all_elas_93","LB2",1,2,1,1,NA,1,2,1,1,NA,0.95776803383621,""
"merged_fishcard_12S_all_elas_94","LA11",1,3,2,3,NA,1,3,2,3,NA,0.995955613686803,"Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Katsuwonus;Katsuwonus pelamis"
"merged_fishcard_12S_all_elas_94","LA3",1,1,3,2,NA,1,1,3,2,NA,0.991400745955665,"Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Katsuwonus;Katsuwonus pelamis"
"merged_fishcard_12S_all_elas_94","LA6",3,NA,1,1,NA,3,NA,1,1,NA,0.990204908303915,"Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Katsuwonus;Katsuwonus pelamis"
"merged_fishcard_12S_all_elas_95","LA11",3,3,3,3,NA,3,3,3,3,NA,0.998261695502571,""
"merged_fishcard_12S_all_elas_95","LA14",3,3,3,3,NA,3,3,3,3,NA,0.998261695502571,""
"merged_fishcard_12S_all_elas_95","LA3",3,3,3,3,NA,3,3,3,3,NA,0.998261695502571,""
"merged_fishcard_12S_all_elas_95","LA6",2,3,1,3,NA,2,3,1,3,NA,0.995941696768143,""
"merged_fishcard_12S_all_elas_95","LB1",3,3,3,2,2,3,3,3,2,2,0.998227544990647,""
"merged_fishcard_12S_all_elas_95","LB14",2,2,3,3,NA,2,2,3,3,NA,0.996316643550248,""
"merged_fishcard_12S_all_elas_95","LB2",3,3,3,3,NA,3,3,3,3,NA,0.998261695502571,""
"merged_fishcard_12S_all_elas_96","LA11",2,NA,NA,NA,NA,2,NA,NA,NA,NA,0.937406142525727,"Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Seriola;Seriola dorsalis"
"merged_fishcard_12S_all_elas_97","LA11",1,NA,2,1,NA,1,NA,2,1,NA,0.965382038586496,""
"merged_fishcard_12S_all_elas_97","LB1",1,NA,3,NA,NA,1,NA,3,NA,NA,0.994501287960065,""
"merged_fishcard_12S_all_elas_97","LB14",1,3,3,3,NA,1,3,3,3,NA,0.996618419944349,""
"merged_fishcard_12S_all_elas_98","LA11",2,3,3,3,NA,2,3,3,3,NA,0.997942090761254,""
"merged_fishcard_12S_all_elas_98","LA14",2,3,3,3,NA,2,3,3,3,NA,0.997942090761254,""
"merged_fishcard_12S_all_elas_98","LA3",3,3,3,3,NA,3,3,3,3,NA,0.998261695502571,""
"merged_fishcard_12S_all_elas_98","LA6",3,3,3,3,NA,3,3,3,3,NA,0.998261695502571,""
"merged_fishcard_12S_all_elas_98","LB1",3,3,3,3,2,3,3,3,3,2,0.997939300228612,""
"merged_fishcard_12S_all_elas_98","LB14",3,2,2,3,NA,3,2,2,3,NA,0.995171319992232,""
"merged_fishcard_12S_all_elas_98","LB2",3,3,3,3,NA,3,3,3,3,NA,0.998261695502571,""
"merged_fishcard_12S_all_elas_103","LA11",1,3,2,3,NA,1,3,2,3,NA,0.995955613686803,""
"merged_fishcard_12S_all_elas_103","LB1",2,3,3,3,2,2,3,3,3,2,0.997529347785172,""
"merged_fishcard_12S_all_elas_103","LB14",2,2,2,2,NA,2,2,2,2,NA,0.971518192559184,""
"merged_fishcard_12S_all_elas_104","LA3",2,3,2,2,NA,2,3,2,2,NA,0.996167862389334,"Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Thunnus;Thunnus alalunga"
"merged_fishcard_12S_all_elas_104","LA6",1,2,1,1,NA,1,2,1,1,NA,0.95776803383621,"Eukaryota;Chordata;Actinopteri;Scombriformes;Scombridae;Thunnus;Thunnus alalunga"
"merged_fishcard_12S_all_elas_105","LA11",3,3,3,3,NA,3,3,3,3,NA,0.998261695502571,""
"merged_fishcard_12S_all_elas_105","LA14",2,2,3,3,NA,2,2,3,3,NA,0.996316643550248,""
"merged_fishcard_12S_all_elas_105","LA3",3,3,3,3,NA,3,3,3,3,NA,0.998261695502571,""
"merged_fishcard_12S_all_elas_105","LA6",3,3,3,3,NA,3,3,3,3,NA,0.998261695502571,""
"merged_fishcard_12S_all_elas_105","LB1",2,3,3,2,2,2,3,3,2,2,0.996709739352934,""
"merged_fishcard_12S_all_elas_105","LB14",3,3,2,3,NA,3,3,2,3,NA,0.99573856191453,""
"merged_fishcard_12S_all_elas_105","LB2",3,3,3,3,NA,3,3,3,3,NA,0.998261695502571,""
"merged_fishcard_12S_all_elas_106","LA14",1,NA,2,2,NA,1,NA,2,2,NA,0.960253952721639,"Eukaryota;Chordata;Aves;Galliformes;Phasianidae;Gallus;Gallus gallus"
"merged_fishcard_12S_all_elas_106","LA3",1,NA,NA,2,NA,1,NA,NA,2,NA,0.950463141906933,"Eukaryota;Chordata;Aves;Galliformes;Phasianidae;Gallus;Gallus gallus"
"merged_fishcard_12S_all_elas_106","LA6",NA,2,1,NA,NA,NA,2,1,NA,NA,0.953949340669104,"Eukaryota;Chordata;Aves;Galliformes;Phasianidae;Gallus;Gallus gallus"
"merged_fishcard_12S_all_elas_106","LB1",NA,2,NA,NA,NA,NA,2,NA,NA,NA,0.923104903814963,"Eukaryota;Chordata;Aves;Galliformes;Phasianidae;Gallus;Gallus gallus"
"merged_fishcard_12S_all_elas_107","LB14",2,NA,NA,NA,NA,2,NA,NA,NA,NA,0.937406142525727,""
"merged_fishcard_12S_all_elas_108","LA11",3,3,3,3,NA,3,3,3,3,NA,0.998261695502571,""
"merged_fishcard_12S_all_elas_108","LA14",1,1,1,2,NA,1,1,1,2,NA,0.970961685017897,""
"merged_fishcard_12S_all_elas_108","LA3",3,3,3,3,NA,3,3,3,3,NA,0.998261695502571,""
"merged_fishcard_12S_all_elas_108","LA6",2,1,1,3,NA,2,1,1,3,NA,0.99328860446214,""
"merged_fishcard_12S_all_elas_108","LB1",2,2,2,3,1,2,2,2,3,1,0.994579601747447,""
"merged_fishcard_12S_all_elas_108","LB14",3,3,3,3,NA,3,3,3,3,NA,0.998261695502571,""
"merged_fishcard_12S_all_elas_110","LA14",1,1,1,2,NA,1,1,1,2,NA,0.970961685017897,"Eukaryota;Chordata;Actinopteri;;Embiotocidae;Phanerodon;"
"merged_fishcard_12S_all_elas_110","LA3",3,1,2,1,NA,3,1,2,1,NA,0.996057432831248,"Eukaryota;Chordata;Actinopteri;;Embiotocidae;Phanerodon;"
"merged_fishcard_12S_all_elas_110","LA6",1,2,1,1,NA,1,2,1,1,NA,0.95776803383621,"Eukaryota;Chordata;Actinopteri;;Embiotocidae;Phanerodon;"
"merged_fishcard_12S_all_elas_110","LB14",1,2,2,1,NA,1,2,2,1,NA,0.964258987525419,"Eukaryota;Chordata;Actinopteri;;Embiotocidae;Phanerodon;"
"merged_fishcard_12S_all_elas_111","LA11",1,3,1,2,NA,1,3,1,2,NA,0.99093753023418,""
"merged_fishcard_12S_all_elas_111","LA14",NA,NA,1,2,NA,NA,NA,1,2,NA,0.944900452103012,""
"merged_fishcard_12S_all_elas_111","LA6",2,1,NA,2,NA,2,1,NA,2,NA,0.965740036594644,""
"merged_fishcard_12S_all_elas_111","LB1",2,3,2,2,1,2,3,2,2,1,0.994593048577978,""
"merged_fishcard_12S_all_elas_111","LB14",3,2,3,3,NA,3,2,3,3,NA,0.997116597200762,""
"merged_fishcard_12S_all_elas_111","LB2",2,2,NA,1,NA,2,2,NA,1,NA,0.963374466915757,""
"merged_fishcard_12S_all_elas_113","LA11",3,3,3,3,NA,3,3,3,3,NA,0.998261695502571,""
"merged_fishcard_12S_all_elas_113","LA14",1,NA,2,2,NA,1,NA,2,2,NA,0.960253952721639,""
"merged_fishcard_12S_all_elas_113","LA3",1,2,1,2,NA,1,2,1,2,NA,0.964742063641462,""
"merged_fishcard_12S_all_elas_113","LA6",2,2,2,2,NA,2,2,2,2,NA,0.971518192559184,""
"merged_fishcard_12S_all_elas_113","LB1",2,3,3,3,2,2,3,3,3,2,0.997529347785172,""
"merged_fishcard_12S_all_elas_113","LB14",3,3,3,3,NA,3,3,3,3,NA,0.998261695502571,""
"merged_fishcard_12S_all_elas_113","LB2",1,3,2,3,NA,1,3,2,3,NA,0.995955613686803,""
"merged_fishcard_12S_all_elas_114","LA11",NA,NA,NA,2,NA,NA,NA,NA,2,NA,0.928277771012797,""
"merged_fishcard_12S_all_elas_115","LA6",2,2,2,2,NA,2,2,2,2,NA,0.971518192559184,"Eukaryota;Chordata;Chondrichthyes;Rajiformes;Rajidae;Raja;Beringraja inornata"
"merged_fishcard_12S_all_elas_115","LB14",2,1,3,NA,NA,2,1,3,NA,NA,0.991515211644099,"Eukaryota;Chordata;Chondrichthyes;Rajiformes;Rajidae;Raja;Beringraja inornata"
"merged_fishcard_12S_all_elas_116","LA11",2,NA,3,2,NA,2,NA,3,2,NA,0.991635951561611,""
"merged_fishcard_12S_all_elas_116","LA14",2,1,NA,NA,NA,2,1,NA,NA,NA,0.95480538741038,""
"merged_fishcard_12S_all_elas_116","LA3",NA,1,2,1,NA,NA,1,2,1,NA,0.965332323948093,""
"merged_fishcard_12S_all_elas_116","LA6",NA,NA,1,2,NA,NA,NA,1,2,NA,0.944900452103012,""
"merged_fishcard_12S_all_elas_116","LB1",1,2,2,1,NA,1,2,2,1,NA,0.964258987525419,""
"merged_fishcard_12S_all_elas_116","LB14",2,2,3,3,NA,2,2,3,3,NA,0.996316643550248,""
"merged_fishcard_12S_all_elas_116","LB2",2,1,1,NA,NA,2,1,1,NA,NA,0.964645232578659,""
"merged_fishcard_12S_all_elas_117","LA11",2,3,2,3,NA,2,3,2,3,NA,0.997125281143934,""
"merged_fishcard_12S_all_elas_117","LB1",3,3,3,3,2,3,3,3,3,2,0.997939300228612,""
"merged_fishcard_12S_all_elas_117","LB14",3,3,2,3,NA,3,3,2,3,NA,0.99573856191453,""
"merged_fishcard_12S_all_elas_119","LA11",1,1,1,1,NA,1,1,1,1,NA,0.870763382451154,"Eukaryota;Chordata;Chondrichthyes;;Squatinidae;Squatina;Squatina californica"
"merged_fishcard_12S_all_elas_119","LB2",NA,2,NA,1,NA,NA,2,NA,1,NA,0.942675593064979,"Eukaryota;Chordata;Chondrichthyes;;Squatinidae;Squatina;Squatina californica"
"merged_fishcard_12S_all_elas_121","LA11",3,3,3,3,NA,3,3,3,3,NA,0.998261695502571,""
"merged_fishcard_12S_all_elas_121","LA14",3,3,3,3,NA,3,3,3,3,NA,0.998261695502571,""
"merged_fishcard_12S_all_elas_121","LA3",3,3,3,3,NA,3,3,3,3,NA,0.998261695502571,""
"merged_fishcard_12S_all_elas_121","LA6",3,3,3,3,NA,3,3,3,3,NA,0.998261695502571,""
"merged_fishcard_12S_all_elas_121","LB14",NA,NA,NA,2,NA,NA,NA,NA,2,NA,0.928277771012797,""
"merged_fishcard_12S_all_elas_123","LA11",3,3,3,3,NA,3,3,3,3,NA,0.998261695502571,""
"merged_fishcard_12S_all_elas_123","LA14",NA,NA,1,2,NA,NA,NA,1,2,NA,0.944900452103012,""
"merged_fishcard_12S_all_elas_123","LA3",3,3,2,2,NA,3,3,2,2,NA,0.995516581050304,""
"merged_fishcard_12S_all_elas_123","LA6",3,3,2,3,NA,3,3,2,3,NA,0.99573856191453,""
"merged_fishcard_12S_all_elas_123","LB1",3,3,3,3,2,3,3,3,3,2,0.997939300228612,""
"merged_fishcard_12S_all_elas_123","LB14",3,3,3,3,NA,3,3,3,3,NA,0.998261695502571,""
"merged_fishcard_12S_all_elas_123","LB2",2,2,3,2,NA,2,2,3,2,NA,0.992742891462184,""
"merged_fishcard_12S_all_elas_126","LA11",3,3,3,3,NA,3,3,3,3,NA,0.998261695502571,""
"merged_fishcard_12S_all_elas_126","LA14",1,2,3,2,NA,1,2,3,2,NA,0.995078201527622,""
"merged_fishcard_12S_all_elas_126","LA3",3,3,3,3,NA,3,3,3,3,NA,0.998261695502571,""
"merged_fishcard_12S_all_elas_126","LA6",3,2,2,3,NA,3,2,2,3,NA,0.995171319992232,""
"merged_fishcard_12S_all_elas_126","LB1",3,3,3,3,2,3,3,3,3,2,0.997939300228612,""
"merged_fishcard_12S_all_elas_126","LB14",2,2,1,1,NA,2,2,1,1,NA,0.969486596475419,""
"merged_fishcard_12S_all_elas_127","LA11",2,3,2,2,NA,2,3,2,2,NA,0.996167862389334,""
"merged_fishcard_12S_all_elas_127","LA6",2,1,NA,1,NA,2,1,NA,1,NA,0.964688796755042,""
"merged_fishcard_12S_all_elas_127","LB1",2,2,3,2,1,2,2,3,2,1,0.992926902194601,""
"merged_fishcard_12S_all_elas_127","LB14",2,2,1,2,NA,2,2,1,2,NA,0.971842614650136,""
"merged_fishcard_12S_all_elas_127","LB2",2,2,2,1,NA,2,2,2,1,NA,0.970833291142521,""
"merged_fishcard_12S_all_elas_129","LA11",2,3,3,3,NA,2,3,3,3,NA,0.997942090761254,""
"merged_fishcard_12S_all_elas_129","LA14",2,3,3,3,NA,2,3,3,3,NA,0.997942090761254,""
"merged_fishcard_12S_all_elas_129","LA3",3,3,3,3,NA,3,3,3,3,NA,0.998261695502571,""
"merged_fishcard_12S_all_elas_129","LA6",3,3,3,3,NA,3,3,3,3,NA,0.998261695502571,""
"merged_fishcard_12S_all_elas_129","LB1",2,3,3,3,2,2,3,3,3,2,0.997529347785172,""
"merged_fishcard_12S_all_elas_129","LB14",3,3,3,3,NA,3,3,3,3,NA,0.998261695502571,""
"merged_fishcard_12S_all_elas_129","LB2",2,3,2,NA,NA,2,3,2,NA,NA,0.993622394871651,""
"merged_fishcard_12S_all_elas_130","LA11",1,3,2,3,NA,1,3,2,3,NA,0.995955613686803,""
"merged_fishcard_12S_all_elas_130","LB1",2,2,2,3,NA,2,2,2,3,NA,0.995580057689715,""
"merged_fishcard_12S_all_elas_130","LB14",2,3,3,3,NA,2,3,3,3,NA,0.997942090761254,""
"merged_fishcard_12S_all_elas_131","LA11",3,3,3,3,NA,3,3,3,3,NA,0.998261695502571,""
"merged_fishcard_12S_all_elas_131","LA14",NA,NA,2,2,NA,NA,NA,2,2,NA,0.950522630771924,""
"merged_fishcard_12S_all_elas_131","LA3",2,1,1,2,NA,2,1,1,2,NA,0.966589455481328,""
"merged_fishcard_12S_all_elas_131","LA6",NA,2,NA,2,NA,NA,2,NA,2,NA,0.949543215677236,""
"merged_fishcard_12S_all_elas_131","LB1",2,2,2,3,NA,2,2,2,3,NA,0.995580057689715,""
"merged_fishcard_12S_all_elas_131","LB14",1,3,3,3,NA,1,3,3,3,NA,0.996618419944349,""
"merged_fishcard_12S_all_elas_132","LA11",NA,3,NA,1,NA,NA,3,NA,1,NA,0.98978966928367,""
"merged_fishcard_12S_all_elas_132","LA3",2,2,1,2,NA,2,2,1,2,NA,0.971842614650136,""
"merged_fishcard_12S_all_elas_132","LA6",2,3,NA,NA,NA,2,3,NA,NA,NA,0.98971132901817,""
"merged_fishcard_12S_all_elas_132","LB1",1,1,1,3,2,1,1,1,3,2,0.994630837203162,""
"merged_fishcard_12S_all_elas_132","LB2",1,1,1,3,NA,1,1,1,3,NA,0.993893805713757,""
"merged_fishcard_12S_all_elas_133","LA11",1,2,2,3,NA,1,2,2,3,NA,0.993164973670108,""
"merged_fishcard_12S_all_elas_133","LA14",1,2,2,1,NA,1,2,2,1,NA,0.964258987525419,""
"merged_fishcard_12S_all_elas_133","LA3",2,2,2,2,NA,2,2,2,2,NA,0.971518192559184,""
"merged_fishcard_12S_all_elas_133","LA6",NA,3,NA,2,NA,NA,3,NA,2,NA,0.989893574358444,""
"merged_fishcard_12S_all_elas_133","LB1",1,3,1,2,1,1,3,1,2,1,0.994189936658807,""
"merged_fishcard_12S_all_elas_133","LB14",2,2,1,2,NA,2,2,1,2,NA,0.971842614650136,""
"merged_fishcard_12S_all_elas_133","LB2",2,1,NA,1,NA,2,1,NA,1,NA,0.964688796755042,""
"merged_fishcard_12S_all_elas_134","LB14",NA,NA,2,NA,NA,NA,NA,2,NA,NA,0.931980977329258,"Eukaryota;Chordata;Actinopteri;Clupeiformes;Engraulidae;Engraulis;Engraulis mordax"
"merged_fishcard_12S_all_elas_135","LA11",2,3,3,2,NA,2,3,3,2,NA,0.996544019343093,""
"merged_fishcard_12S_all_elas_135","LA14",1,1,2,1,NA,1,1,2,1,NA,0.964386423714683,""
"merged_fishcard_12S_all_elas_135","LA3",1,3,1,1,NA,1,3,1,1,NA,0.993607436767825,""
"merged_fishcard_12S_all_elas_135","LA6",3,2,NA,2,NA,3,2,NA,2,NA,0.995900663061833,""
"merged_fishcard_12S_all_elas_135","LB1",3,3,3,3,2,3,3,3,3,2,0.997939300228612,""
"merged_fishcard_12S_all_elas_135","LB14",3,2,3,3,NA,3,2,3,3,NA,0.997116597200762,""
"merged_fishcard_12S_all_elas_135","LB2",1,2,1,2,NA,1,2,1,2,NA,0.964742063641462,""
"merged_fishcard_12S_all_elas_136","LA11",3,3,3,3,NA,3,3,3,3,NA,0.998261695502571,""
"merged_fishcard_12S_all_elas_136","LA14",NA,NA,2,2,NA,NA,NA,2,2,NA,0.950522630771924,""
"merged_fishcard_12S_all_elas_136","LA3",3,2,3,3,NA,3,2,3,3,NA,0.997116597200762,""
"merged_fishcard_12S_all_elas_136","LA6",1,2,2,3,NA,1,2,2,3,NA,0.993164973670108,""
"merged_fishcard_12S_all_elas_136","LB1",NA,1,3,1,NA,NA,1,3,1,NA,0.986795126235412,""
"merged_fishcard_12S_all_elas_136","LB14",1,3,3,3,NA,1,3,3,3,NA,0.996618419944349,""
"merged_fishcard_12S_all_elas_138","LA3",2,NA,1,1,NA,2,NA,1,1,NA,0.962537096350371,"Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Atherinops;Atherinops affinis"
"merged_fishcard_12S_all_elas_139","LA6",NA,NA,2,NA,NA,NA,NA,2,NA,NA,0.931980977329258,"Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax nebulifer"
"merged_fishcard_12S_all_elas_139","LB14",NA,NA,2,NA,NA,NA,NA,2,NA,NA,0.931980977329258,"Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax nebulifer"
"merged_fishcard_12S_all_elas_141","LB1",2,2,2,3,1,2,2,2,3,1,0.994579601747447,""
"merged_fishcard_12S_all_elas_142","LA11",1,3,1,2,NA,1,3,1,2,NA,0.99093753023418,"Eukaryota;Chordata;Actinopteri;Aulopiformes;Synodontidae;Synodus;Synodus lucioceps"
"merged_fishcard_12S_all_elas_142","LB1",1,1,1,2,NA,1,1,1,2,NA,0.970961685017897,"Eukaryota;Chordata;Actinopteri;Aulopiformes;Synodontidae;Synodus;Synodus lucioceps"
"merged_fishcard_12S_all_elas_142","LB14",NA,2,NA,2,NA,NA,2,NA,2,NA,0.949543215677236,"Eukaryota;Chordata;Actinopteri;Aulopiformes;Synodontidae;Synodus;Synodus lucioceps"
"merged_fishcard_12S_all_elas_143","LA11",1,2,2,3,NA,1,2,2,3,NA,0.993164973670108,""
"merged_fishcard_12S_all_elas_143","LA14",1,3,2,3,NA,1,3,2,3,NA,0.995955613686803,""
"merged_fishcard_12S_all_elas_143","LA3",2,2,2,3,NA,2,2,2,3,NA,0.995580057689715,""
"merged_fishcard_12S_all_elas_143","LA6",1,1,2,1,NA,1,1,2,1,NA,0.964386423714683,""
"merged_fishcard_12S_all_elas_143","LB1",2,3,3,3,2,2,3,3,3,2,0.997529347785172,""
"merged_fishcard_12S_all_elas_143","LB14",1,2,2,2,NA,1,2,2,2,NA,0.968350255668886,""
"merged_fishcard_12S_all_elas_143","LB2",1,2,2,2,NA,1,2,2,2,NA,0.968350255668886,""
"merged_fishcard_12S_all_elas_144","LA11",1,3,1,3,NA,1,3,1,3,NA,0.99423936208406,""
